"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"513","S3R167_M3010216","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Age (5 year groups) | Citizenship | Sex (2001 - 2018) (Was renewed: 2018-10-10)","Amžius (5 m. amžiaus grupes) | Lytis | Pilietybe (2001 - 2018) (Atnaujinta: 2018-10-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010216(1.0)",FALSE,FALSE,NA,NA,"M3010216"
"514","S3R167_M3010214","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Administrative territory | Place of residence (1996 - 2019) (Was renewed: 2019-05-30)","Administracine teritorija | Gyvenamoji vietove (1996 - 2019) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010214(1.0)",FALSE,FALSE,NA,NA,"M3010214"
"515","S3R167_M3010205","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Age | Place of residence | Sex (1959 - 2019) (Was renewed: 2019-05-30)","Amžius | Gyvenamoji vietove | Lytis (1959 - 2019) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010205(1.0)",FALSE,FALSE,NA,NA,"M3010205"
"516","S3R167_M3010213","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Administrative territory | Age (0–15, working, retirement) | Sex (2001 - 2019) (Was renewed: 2019-05-30)","Administracine teritorija | Amžius (0–15, darbingas, pensinis) | Lytis (2001 - 2019) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010213(1.0)",FALSE,FALSE,NA,NA,"M3010213"
"517","S3R167_M3010206","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Age (5 year groups) | Place of residence | Sex (1959 - 2019) (Was renewed: 2019-05-30)","Amžius (5 m. amžiaus grupes) | Gyvenamoji vietove | Lytis (1959 - 2019) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010206(1.0)",FALSE,FALSE,NA,NA,"M3010206"
"518","S3R167_M3010224","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Age (5 year groups) | Marital status | Sex (2001 - 2018) (Was renewed: 2018-08-02)","Amžius (5 m. amžiaus grupes) | Lytis | Santuokine padetis (2001 - 2018) (Atnaujinta: 2018-08-02)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010224(1.0)",FALSE,FALSE,NA,NA,"M3010224"
"519","S3R167_M3010202","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Administrative territory | Age | Sex (1996 - 2019) (Was renewed: 2019-05-30)","Administracine teritorija | Amžius | Lytis (1996 - 2019) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010202(1.0)",FALSE,FALSE,NA,NA,"M3010202"
"520","S3R167_M3010203","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Administrative territory | Age (5 year groups) | Sex (1996 - 2019) (Was renewed: 2019-05-30)","Administracine teritorija | Amžius (5 m. amžiaus grupes) | Lytis (1996 - 2019) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010203(1.0)",FALSE,FALSE,NA,NA,"M3010203"
"521","S3R167_M3010215_1","LSD","S3R167 - Resident population at the beginning of the year","S3R167 - Nuolatiniu gyventoju skaicius metu pradžioje","Ethnicity (1979 - 2018) (Was renewed: 2018-07-25)","Tautybe (1979 - 2018) (Atnaujinta: 2018-07-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R167_M3010215_1(1.0)",FALSE,FALSE,NA,NA,"M3010215_1"
"522","S3R168_M3010101_1","LSD","S3R168 - Resident population at the beginning of the month","S3R168 - Nuolatiniu gyventoju skaicius menesio pradžioje","Total (2001M01 - 2019M06) (Was renewed: 2019-06-10)","Suminis (2001M01 - 2019M06) (Atnaujinta: 2019-06-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R168_M3010101_1(1.0)",FALSE,FALSE,NA,NA,"M3010101_1"
"523","S3R169_M3161201","LSD","S3R169 - Number of persons staying in shelters","S3R169 - Nakvynes namu gyventoju skaicius ","Sex | Type of institution (2000 - 2018) (Was renewed: 2019-04-30)","Istaigos tipas | Lytis (2000 - 2018) (Atnaujinta: 2019-04-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R169_M3161201(1.0)",FALSE,FALSE,NA,NA,"M3161201"
"524","S3R170_M3010211_2","LSD","S3R170 - Population density at the beginning of the year","S3R170 - Gyventoju tankis metu pradžioje","Administrative territory (1996 - 2019) (Was renewed: 2019-05-30)","Administracine teritorija (1996 - 2019) (Atnaujinta: 2019-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R170_M3010211_2(1.0)",FALSE,FALSE,NA,NA,"M3010211_2"
"525","S3R171_M3150302","LSD","S3R171 - Proportion of the population who have at least one physical or sensory function disorder which limits their day-to-day activity","S3R171 - Gyventoju, turinciu  bent viena fiziniu ar jutimo funkciju sutrikima, kurie riboja ju kasdiene veikla, dalis","Age | Daily activity | Sex (2005 - 2005) (Not be renewed)","Amžius | Kasdiene veikla | Lytis (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R171_M3150302(1.0)",FALSE,FALSE,NA,NA,"M3150302"
"526","S3R172_M3150301","LSD","S3R172 - Proportion of the population who have at least one physical or sensory function disorder","S3R172 - Gyventoju, turinciu bent viena fiziniu ar jutimo funkciju ribotuma, dalis","Age groups | Sex (2014 - 2014) (Was renewed: 2015-09-24)","Amžiaus grupes | Lytis (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R172_M3150301(1.0)",FALSE,FALSE,NA,NA,"M3150301"
"527","S3R172_M3150301_2","LSD","S3R172 - Proportion of the population who have at least one physical or sensory function disorder","S3R172 - Gyventoju, turinciu bent viena fiziniu ar jutimo funkciju ribotuma, dalis","Place of residence (2014 - 2014) (Was renewed: 2015-09-24)","Gyvenamoji vietove (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R172_M3150301_2(1.0)",FALSE,FALSE,NA,NA,"M3150301_2"
"528","S3R172_M3150301_3","LSD","S3R172 - Proportion of the population who have at least one physical or sensory function disorder","S3R172 - Gyventoju, turinciu bent viena fiziniu ar jutimo funkciju ribotuma, dalis","Educational attainment level | Sex (2014 - 2014) (Was renewed: 2015-09-24)","Išsilavinimo lygis | Lytis (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R172_M3150301_3(1.0)",FALSE,FALSE,NA,NA,"M3150301_3"
"529","S3R172_M3150301_4","LSD","S3R172 - Proportion of the population who have at least one physical or sensory function disorder","S3R172 - Gyventoju, turinciu bent viena fiziniu ar jutimo funkciju ribotuma, dalis","Activity status (2014 - 2014) (Was renewed: 2015-09-24)","Užimtumo statusas (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R172_M3150301_4(1.0)",FALSE,FALSE,NA,NA,"M3150301_4"
"530","S3R172_M3150301_5","LSD","S3R172 - Proportion of the population who have at least one physical or sensory function disorder","S3R172 - Gyventoju, turinciu bent viena fiziniu ar jutimo funkciju ribotuma, dalis","Income quintile groups | Sex (2014 - 2014) (Was renewed: 2015-09-24)","Lytis | Pajamu kvintilines grupes (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R172_M3150301_5(1.0)",FALSE,FALSE,NA,NA,"M3150301_5"
"531","S3R173_M3150303","LSD","S3R173 - Unmet need for aids of the population having physical or sensory function disorders","S3R173 - Gyventoju, turinciu fiziniu ar jutimo funkciju sutrikimu, nepatenkintas pagalbiniu priemoniu poreikis","Age | Aid / device (2005 - 2005) (Not be renewed)","Amžius | Pagalbine priemone (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R173_M3150303(1.0)",FALSE,FALSE,NA,NA,"M3150303"
"532","S3R173_M3150303_1","LSD","S3R173 - Unmet need for aids of the population having physical or sensory function disorders","S3R173 - Gyventoju, turinciu fiziniu ar jutimo funkciju sutrikimu, nepatenkintas pagalbiniu priemoniu poreikis","Age groups | Aid / device | Sex (2014 - 2014) (Was renewed: 2015-10-07)","Amžiaus grupes | Lytis | Pagalbine priemone (2014 - 2014) (Atnaujinta: 2015-10-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R173_M3150303_1(1.0)",FALSE,FALSE,NA,NA,"M3150303_1"
"533","S3R173_M3150303_2","LSD","S3R173 - Unmet need for aids of the population having physical or sensory function disorders","S3R173 - Gyventoju, turinciu fiziniu ar jutimo funkciju sutrikimu, nepatenkintas pagalbiniu priemoniu poreikis","Aid / device | Place of residence (2014 - 2014) (Was renewed: 2015-10-07)","Gyvenamoji vietove | Pagalbine priemone (2014 - 2014) (Atnaujinta: 2015-10-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R173_M3150303_2(1.0)",FALSE,FALSE,NA,NA,"M3150303_2"
"534","S3R173_M3150303_3","LSD","S3R173 - Unmet need for aids of the population having physical or sensory function disorders","S3R173 - Gyventoju, turinciu fiziniu ar jutimo funkciju sutrikimu, nepatenkintas pagalbiniu priemoniu poreikis","Aid / device | Educational attainment level | Sex (2014 - 2014) (Was renewed: 2015-10-07)","Išsilavinimo lygis | Lytis | Pagalbine priemone (2014 - 2014) (Atnaujinta: 2015-10-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R173_M3150303_3(1.0)",FALSE,FALSE,NA,NA,"M3150303_3"
"535","S3R173_M3150303_4","LSD","S3R173 - Unmet need for aids of the population having physical or sensory function disorders","S3R173 - Gyventoju, turinciu fiziniu ar jutimo funkciju sutrikimu, nepatenkintas pagalbiniu priemoniu poreikis","Activity status | Aid / device (2014 - 2014) (Was renewed: 2015-10-07)","Pagalbine priemone | Užimtumo statusas (2014 - 2014) (Atnaujinta: 2015-10-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R173_M3150303_4(1.0)",FALSE,FALSE,NA,NA,"M3150303_4"
"536","S3R173_M3150303_5","LSD","S3R173 - Unmet need for aids of the population having physical or sensory function disorders","S3R173 - Gyventoju, turinciu fiziniu ar jutimo funkciju sutrikimu, nepatenkintas pagalbiniu priemoniu poreikis","Aid / device | Income quintile groups | Sex (2014 - 2014) (Was renewed: 2015-10-07)","Lytis | Pagalbine priemone | Pajamu kvintilines grupes (2014 - 2014) (Atnaujinta: 2015-10-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R173_M3150303_5(1.0)",FALSE,FALSE,NA,NA,"M3150303_5"
"537","S3R174_M3150503","LSD","S3R174 - Proportion of the population consuming alcoholic beverages","S3R174 - Gyventoju, vartojusiu alkoholinius gerimus, dalis","Age | Sex | When (2005 - 2005) (Not be renewed)","Amžius | Ivairus laikotarpiai | Lytis (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R174_M3150503(1.0)",FALSE,FALSE,NA,NA,"M3150503"
"538","S3R175_M3150504","LSD","S3R175 - Proportion of the population who consumed alcoholic beverages during the last 12 months","S3R175 - Gyventoju, vartojusiu alkoholinius gerimus per praejusius 12 men., dalis","Counties | Sex (2005 - 2014) (Was renewed: 2016-03-29)","Apskritys | Lytis (2005 - 2014) (Atnaujinta: 2016-03-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R175_M3150504(1.0)",FALSE,FALSE,NA,NA,"M3150504"
"539","S3R175_M3150503_1","LSD","S3R175 - Proportion of the population who consumed alcoholic beverages during the last 12 months","S3R175 - Gyventoju, vartojusiu alkoholinius gerimus per praejusius 12 men., dalis","Age groups | Sex (2014 - 2014) (Was renewed: 2015-10-02)","Amžiaus grupes | Lytis (2014 - 2014) (Atnaujinta: 2015-10-02)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R175_M3150503_1(1.0)",FALSE,FALSE,NA,NA,"M3150503_1"
"540","S3R175_M3150503_2","LSD","S3R175 - Proportion of the population who consumed alcoholic beverages during the last 12 months","S3R175 - Gyventoju, vartojusiu alkoholinius gerimus per praejusius 12 men., dalis","Place of residence (2014 - 2014) (Was renewed: 2015-10-02)","Gyvenamoji vietove (2014 - 2014) (Atnaujinta: 2015-10-02)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R175_M3150503_2(1.0)",FALSE,FALSE,NA,NA,"M3150503_2"
"541","S3R175_M3150503_3","LSD","S3R175 - Proportion of the population who consumed alcoholic beverages during the last 12 months","S3R175 - Gyventoju, vartojusiu alkoholinius gerimus per praejusius 12 men., dalis","Educational attainment level | Sex (2014 - 2014) (Was renewed: 2015-10-02)","Išsilavinimo lygis | Lytis (2014 - 2014) (Atnaujinta: 2015-10-02)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R175_M3150503_3(1.0)",FALSE,FALSE,NA,NA,"M3150503_3"
"542","S3R175_M3150503_4","LSD","S3R175 - Proportion of the population who consumed alcoholic beverages during the last 12 months","S3R175 - Gyventoju, vartojusiu alkoholinius gerimus per praejusius 12 men., dalis","Activity status (2014 - 2014) (Was renewed: 2015-10-02)","Užimtumo statusas (2014 - 2014) (Atnaujinta: 2015-10-02)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R175_M3150503_4(1.0)",FALSE,FALSE,NA,NA,"M3150503_4"
"543","S3R175_M3150503_5","LSD","S3R175 - Proportion of the population who consumed alcoholic beverages during the last 12 months","S3R175 - Gyventoju, vartojusiu alkoholinius gerimus per praejusius 12 men., dalis","Income quintile groups | Sex (2014 - 2014) (Was renewed: 2015-10-02)","Lytis | Pajamu kvintilines grupes (2014 - 2014) (Atnaujinta: 2015-10-02)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R175_M3150503_5(1.0)",FALSE,FALSE,NA,NA,"M3150503_5"
"544","S3R176_M3020116","LSD","S3R176 - Internal migration","S3R176 - Gyventoju vidaus migracija","Place of arrival | Place of residence (1990 - 2018) (Was renewed: 2019-03-21)","Atvykimo vieta | Išvykimo vieta (1990 - 2018) (Atnaujinta: 2019-03-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R176_M3020116(1.0)",FALSE,FALSE,NA,NA,"M3020116"
"545","S3R176_M3020125","LSD","S3R176 - Internal migration","S3R176 - Gyventoju vidaus migracija","Marital status (aged 18 and older) | Sex (2013 - 2018) (Was renewed: 2019-05-09)","Lytis | Santuokine padetis (18 metu amžiaus ir vyresni) (2013 - 2018) (Atnaujinta: 2019-05-09)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R176_M3020125(1.0)",FALSE,FALSE,NA,NA,"M3020125"
"546","S3R177_M3010512","LSD","S3R177 - Deliveries","S3R177 - Gimdymai","Deliveries number | Place of residence (2000 - 2018) (Was renewed: 2019-05-23)","Gimdymu skaicius | Gyvenamoji vietove (2000 - 2018) (Atnaujinta: 2019-05-23)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R177_M3010512(1.0)",FALSE,FALSE,NA,NA,"M3010512"
"547","S3R178_M3010509","LSD","S3R178 - Age-specific fertility rate","S3R178 - Gimstamumo rodiklis pagal motinos amžiu","Age | Place of residence (2000 - 2017) (Was renewed: 2018-07-25)","Amžius | Gyvenamoji vietove (2000 - 2017) (Atnaujinta: 2018-07-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R178_M3010509(1.0)",FALSE,FALSE,NA,NA,"M3010509"
"548","S3R179_M3010514","LSD","S3R179 - Live births outside marriage","S3R179 - Gimusieji santuokos neiregistravusiemis tevams","Age of mother | Place of residence (2000 - 2018) (Was renewed: 2019-05-23)","Gyvenamoji vietove | Motinos amžius (2000 - 2018) (Atnaujinta: 2019-05-23)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R179_M3010514(1.0)",FALSE,FALSE,NA,NA,"M3010514"
"549","S3R180_M3010501_1","LSD","S3R180 - Live births","S3R180 - Gimusieji","Administrative territory | Sex (1994 - 2018) (Was renewed: 2019-06-11)","Administracine teritorija | Lytis (1994 - 2018) (Atnaujinta: 2019-06-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010501_1(1.0)",FALSE,FALSE,NA,NA,"M3010501_1"
"550","S3R180_M3010511","LSD","S3R180 - Live births","S3R180 - Gimusieji","Place of residence | Sex (1945 - 2018) (Was renewed: 2019-05-23)","Gyvenamoji vietove | Lytis (1945 - 2018) (Atnaujinta: 2019-05-23)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010511(1.0)",FALSE,FALSE,NA,NA,"M3010511"
"551","S3R180_M3010502","LSD","S3R180 - Live births","S3R180 - Gimusieji","Age of mother | Place of residence (2000 - 2018) (Was renewed: 2019-05-23)","Gyvenamoji vietove | Motinos amžius (2000 - 2018) (Atnaujinta: 2019-05-23)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010502(1.0)",FALSE,FALSE,NA,NA,"M3010502"
"552","S3R180_M3010505","LSD","S3R180 - Live births","S3R180 - Gimusieji","Administrative territory | Type of registration (2000 - 2018) (Was renewed: 2019-06-11)","Administracine teritorija | Iregistravimo pobudis (2000 - 2018) (Atnaujinta: 2019-06-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010505(1.0)",FALSE,FALSE,NA,NA,"M3010505"
"553","S3R180_M3010503","LSD","S3R180 - Live births","S3R180 - Gimusieji","Administrative territory | Age of mother (2000 - 2018) (Was renewed: 2019-06-11)","Administracine teritorija | Motinos amžius (2000 - 2018) (Atnaujinta: 2019-06-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010503(1.0)",FALSE,FALSE,NA,NA,"M3010503"
"554","S3R180_M3010507","LSD","S3R180 - Live births","S3R180 - Gimusieji","Administrative territory | Birth order (2000 - 2018) (Was renewed: 2019-06-11)","Administracine teritorija | Gimimo eiliškumas (2000 - 2018) (Atnaujinta: 2019-06-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010507(1.0)",FALSE,FALSE,NA,NA,"M3010507"
"555","S3R180_M3010504","LSD","S3R180 - Live births","S3R180 - Gimusieji","Place of residence | Type of registration (2000 - 2018) (Was renewed: 2019-05-23)","Gyvenamoji vietove | Iregistravimo pobudis (2000 - 2018) (Atnaujinta: 2019-05-23)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010504(1.0)",FALSE,FALSE,NA,NA,"M3010504"
"556","S3R180_M3010506","LSD","S3R180 - Live births","S3R180 - Gimusieji","Birth order | Place of residence (1945 - 2018) (Was renewed: 2019-05-23)","Gimimo eiliškumas | Gyvenamoji vietove (1945 - 2018) (Atnaujinta: 2019-05-23)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010506(1.0)",FALSE,FALSE,NA,NA,"M3010506"
"557","S3R180_M3010515","LSD","S3R180 - Live births","S3R180 - Gimusieji","Country of birth (2001 - 2018) (Was renewed: 2019-05-23)","Gimimo valstybe (2001 - 2018) (Atnaujinta: 2019-05-23)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010515(1.0)",FALSE,FALSE,NA,NA,"M3010515"
"558","S3R180_M3010520","LSD","S3R180 - Live births","S3R180 - Gimusieji","Age of mother | Birth order | Year of birth (2001 - 2018) (Was renewed: 2019-06-11)","Gimimo eiliškumas | Gimimo metai | Motinos amžius (2001 - 2018) (Atnaujinta: 2019-06-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010520(1.0)",FALSE,FALSE,NA,NA,"M3010520"
"559","S3R180_M3010521","LSD","S3R180 - Live births","S3R180 - Gimusieji","Birth month | Place of residence | Sex (2014 - 2018) (Was renewed: 2019-06-06)","Gimimo menuo | Gyvenamoji vietove | Lytis (2014 - 2018) (Atnaujinta: 2019-06-06)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R180_M3010521(1.0)",FALSE,FALSE,NA,NA,"M3010521"
"560","S3R181_M3161115_2","LSD","S3R181 - Proportion of children under temporary or permanent guardianship (wardship) in child care institutions","S3R181 - Globos istaigose gyvenanciu vaiku, kuriems nustatyta laikinoji ar nuolatine globa (rupyba), dalis","Causes of determination of guardianship (curatorship) (2006 - 2008) (Not be renewed)","Globos (rupybos) nustatymo priežastis (2006 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R181_M3161115_2(1.0)",FALSE,FALSE,NA,NA,"M3161115_2"
"561","S3R182_M3161115_1","LSD","S3R182 - Number of children under temporary or permanent guardianship (wardship) in child care institutions","S3R182 - Globos istaigose gyvenanciu vaiku, kuriems nustatyta laikinoji ar nuolatine globa (rupyba), skaicius","Causes of determination of guardianship (curatorship) (2006 - 2008) (Not be renewed)","Globos (rupybos) nustatymo priežastis (2006 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R182_M3161115_1(1.0)",FALSE,FALSE,NA,NA,"M3161115_1"
"562","S3R183_M3161114_1","LSD","S3R183 - Number of children under guardianship (wardship) in child care institutions at the end of the year","S3R183 - Globos istaigose gyvenantys vaikai, kuriems nustatyta globa (rupyba), metu pabaigoje","Type of institution (2006 - 2011) (Not be renewed)","Istaigos tipas (2006 - 2011) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R183_M3161114_1(1.0)",FALSE,FALSE,NA,NA,"M3161114_1"
"563","S3R184_M3161114_2","LSD","S3R184 - Number of children under guardianship (wardship) in child care institutions, compared to the total number of children in such institutions","S3R184 - Globos istaigose gyvenantys vaikai, kuriems nustatyta globa (rupyba), palyginti su visu gyvenanciu vaiku skaiciumi","Type of institution (2006 - 2011) (Not be renewed)","Istaigos tipas (2006 - 2011) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R184_M3161114_2(1.0)",FALSE,FALSE,NA,NA,"M3161114_2"
"564","S3R185_M3161106","LSD","S3R185 - Number of care institutions for the elderly at the end of year","S3R185 - Globos istaigu seniems žmonems skaicius metu pabaigoje","Type of institution by the founder (1990 - 2018) (Was renewed: 2019-04-30)","Istaigos rušis pagal steigeja (1990 - 2018) (Atnaujinta: 2019-04-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R185_M3161106(1.0)",FALSE,FALSE,NA,NA,"M3161106"
"565","S3R185_M3161107_1","LSD","S3R185 - Number of care institutions for the elderly at the end of year","S3R185 - Globos istaigu seniems žmonems skaicius metu pabaigoje","Administrative territory (2000 - 2017) (Was renewed: 2018-11-06)","Administracine teritorija (2000 - 2017) (Atnaujinta: 2018-11-06)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R185_M3161107_1(1.0)",FALSE,FALSE,NA,NA,"M3161107_1"
"566","S3R186_M3161109","LSD","S3R186 - Number of care institutions for the adult disabled at the end of year","S3R186 - Globos istaigu suaugusiems neigaliesiems skaicius metu pabaigoje","Type of institution by the founder (1990 - 2018) (Was renewed: 2019-04-30)","Istaigos rušis pagal steigeja (1990 - 2018) (Atnaujinta: 2019-04-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R186_M3161109(1.0)",FALSE,FALSE,NA,NA,"M3161109"
"567","S3R186_M3161110_1","LSD","S3R186 - Number of care institutions for the adult disabled at the end of year","S3R186 - Globos istaigu suaugusiems neigaliesiems skaicius metu pabaigoje","Administrative territory (2000 - 2017) (Was renewed: 2018-11-06)","Administracine teritorija (2000 - 2017) (Atnaujinta: 2018-11-06)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R186_M3161110_1(1.0)",FALSE,FALSE,NA,NA,"M3161110_1"
"568","S3R187_M3161111_1","LSD","S3R187 - Number of foster children in foster families","S3R187 - Globotiniu skaicius šeimynose","Administrative territory (2003 - 2017) (Was renewed: 2018-06-29)","Administracine teritorija (2003 - 2017) (Atnaujinta: 2018-06-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R187_M3161111_1(1.0)",FALSE,FALSE,NA,NA,"M3161111_1"
"569","S3R188_M3170113_2","IRD","S3R188 - Group criminal offences, compared to the investigated ones","S3R188 - Grupines nusikalstamos veikos, palyginti su ištirtomis","Administrative territory | Type of criminal offence (1995 - 2018) (Was renewed: 2019-02-28)","Administracine teritorija | Nusikalstamos veikos rušis (1995 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=IRD:S3R188_M3170113_2(1.0)",FALSE,FALSE,NA,NA,"M3170113_2"
"570","S3R189_M3170113_1","IRD","S3R189 - Number of group criminal offences","S3R189 - Grupiniu nusikalstamu veiku skaicius","Administrative territory | Type of criminal offence (1995 - 2018) (Was renewed: 2019-02-28)","Administracine teritorija | Nusikalstamos veikos rušis (1995 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=IRD:S3R189_M3170113_1(1.0)",FALSE,FALSE,NA,NA,"M3170113_1"
